fecha,retorno
2026-08-30,-0.007907134698283188
2026-08-31,-0.002952662342249199
2026-09-01,0.02388062471223686
2026-09-02,0.00155762587136864
2026-09-03,0.0024393160274141937
2026-09-04,0.026225974803249216
2026-09-05,0.007413743089838035
2026-09-06,-0.01847591851909801
2026-09-07,-0.00980279277840289
2026-09-08,-0.006184929551499371
2026-09-09,0.018861226961591922
2026-09-10,0.005897207405860456
2026-09-11,0.006511571758910782
2026-09-12,0.0021602407391767956
2026-09-13,-0.007837617021311123
2026-09-14,0.02730369705204617
2026-09-15,0.00796775717343859
2026-09-16,-0.02899925734944457
2026-09-17,0.011020338523455284
2026-09-18,-0.00659187111591901
2026-09-19,-0.015517355589802675
2026-09-20,-0.0027696237198744267
2026-09-21,-0.014890066724608594
2026-09-22,-0.010433368439367104
2026-09-23,-0.00887558901773885
2026-09-24,-0.0248003996611362
2026-09-25,0.01306680566741787
2026-09-26,0.0028005967675477283
2026-09-27,-0.016572054055179215
2026-09-28,0.0193072238160489
2026-09-29,0.006896963322152203
2026-09-30,-0.003926072244884067
2026-10-01,0.013926884915675333
2026-10-02,0.013672002312995634
2026-10-03,0.012823716224562307
2026-10-04,0.010829603811501365
2026-10-05,0.008808764803063833
2026-10-06,-4.286756586508252e-4
2026-10-07,-0.004089439956098751
2026-10-08,-0.00520706501518574
2026-10-09,-0.009920604683807689
2026-10-10,-0.0026187591702939816
2026-10-11,-0.018480945273523966
2026-10-12,0.03303433948007769
2026-10-13,0.018619429974574858
2026-10-14,-0.016346628748050235
2026-10-15,-0.005543272529486139
2026-10-16,-0.0064998303043482825
2026-10-17,0.012199476775044769
2026-10-18,-7.505359970774392e-4
2026-10-19,0.0042997777099213225
2026-10-20,7.179866976945477e-5
2026-10-21,-1.430568593697413e-4
2026-10-22,0.021029034260216864
2026-10-23,-0.0028865647848890143
2026-10-24,0.023247059066443095
2026-10-25,-0.022731292063453316
2026-10-26,0.009269206244541037
2026-10-27,0.0023578136576692067
2026-10-28,0.0037391235311595907
2026-10-29,0.006194592241398232
2026-10-30,-0.007034851796639534
2026-10-31,-0.004498110755041302
2026-11-01,-0.01477863074660633
2026-11-02,-0.015576868397133667
2026-11-03,0.00505292962106387
2026-11-04,0.007223146679441392
2026-11-05,0.0012950634009575622
2026-11-06,0.014334012018196063
2026-11-07,0.03125127028440716
2026-11-08,-0.006865467490848029
2026-11-09,-0.03413753313461219
2026-11-10,0.015586077866933848
2026-11-11,-0.010138011438735888
2026-11-12,-0.009820129247010369
2026-11-13,0.015883570545450483
2026-11-14,-0.003771595105765133
2026-11-15,-0.017810765683818033
2026-11-16,0.003219552196237253
2026-11-17,-0.0015833704365856693
2026-11-18,5.86462788498304e-4
2026-11-19,0.006279206016894957
2026-11-20,-0.005059900476886141
2026-11-21,0.010165648227782495
2026-11-22,-0.002807298427281259
2026-11-23,0.005476729458735454
2026-11-24,0.016952585197240216
2026-11-25,0.007027722362507042
2026-11-26,-0.004388973782968401
2026-11-27,0.017732114276766405
2026-11-28,0.015402557839431792
2026-11-29,0.00872595439262105
2026-11-30,0.004080976026671618
2026-12-01,-0.00891859114059057
2026-12-02,0.020909786727950113
2026-12-03,-0.008503893807206902
2026-12-04,0.03330999489524865
2026-12-05,0.02348915939277784
2026-12-06,-0.003035505386507153
2026-12-07,-0.01489631350460171
2026-12-08,-0.010156098455489515
2026-12-09,0.004353255637347943
2026-12-10,-0.003200378176935604
2026-12-11,-0.004713138990965997
2026-12-12,-0.013774278508975234
2026-12-13,-1.7541587213380403e-4
2026-12-14,-0.011273567041856137
2026-12-15,-0.024519129048822048
2026-12-16,-0.005203397804316437
2026-12-17,0.01428494913591149
2026-12-18,-0.008130204439125878
2026-12-19,0.0096194648333755
2026-12-20,-0.02376824062433746
2026-12-21,-3.3342948286809154e-4
2026-12-22,0.008291108059151934
2026-12-23,0.005017300432500716
2026-12-24,0.00208514291223415
2026-12-25,-0.009110590124580644
2026-12-26,-0.012245565190503733
2026-12-27,-0.014861931859073698
2026-12-28,0.002264698956501888
2026-12-29,-0.013712119212772031
2026-12-30,-0.006858361655510025
2026-12-31,-0.0033413828829737084
2027-01-01,0.02815793007848311
2027-01-02,-0.009279248525431877
2027-01-03,0.004030798584272854
2027-01-04,0.0016694127434556615
2027-01-05,-0.013927849511951928
2027-01-06,-5.6962129185398e-4
2027-01-07,0.022168262876350233
2027-01-08,0.00727256079618822
2027-01-09,0.001118493829894099
2027-01-10,-0.005837452485094373
2027-01-11,-0.030298708323107732
2027-01-12,0.017470058201212633
2027-01-13,-0.021409601063872328
2027-01-14,0.011599212663160018
2027-01-15,0.02913655353826225
2027-01-16,-0.02115839741457699
2027-01-17,0.011026765030620663
2027-01-18,-0.0034329623410370197
2027-01-19,-0.023082162387182314
2027-01-20,-0.02222001480672627
2027-01-21,-0.0235230426036189
2027-01-22,-0.007463597832554543
2027-01-23,-0.021426333774938498
2027-01-24,0.010818751594637414
2027-01-25,0.03200163410788508
2027-01-26,-0.018805457140527684
2027-01-27,0.012316082712127672
2027-01-28,0.012035633615013648
2027-01-29,0.0054830386842517655
2027-01-30,-0.014625649124155116
2027-01-31,-0.0012917890994598802
2027-02-01,-0.0037059300275537
2027-02-02,0.008944842998307197
2027-02-03,-0.005086581341557435
2027-02-04,0.01515460080028431
2027-02-05,-0.005118712866505207
2027-02-06,0.01629067198368998
2027-02-07,-0.015237655099990983
2027-02-08,-0.018402328671371683
2027-02-09,0.04911559902413607
2027-02-10,-0.005752863822406477
2027-02-11,0.004973413873110729
2027-02-12,0.01004854511050773
2027-02-13,-0.006756709385631153
2027-02-14,0.008252930664704136
2027-02-15,0.006034467910776289
2027-02-16,-0.0027307076146254007
2027-02-17,0.0014793955028797288
2027-02-18,-1.1008806076959914e-5
2027-02-19,0.03242677848524272
2027-02-20,-0.010620041444092424
2027-02-21,-0.015939944006119956
2027-02-22,0.0010668259875661822
2027-02-23,0.005157211241647055
2027-02-24,0.007047852183652744
2027-02-25,-0.006375479990666585
2027-02-26,-0.015449892009567864
2027-02-27,0.01944777764134235
2027-02-28,-0.004744755819303321
2027-03-01,-0.012482692939800609
2027-03-02,-0.003044193534116448
2027-03-03,-0.002457638415228283
2027-03-04,0.017148804345704607
2027-03-05,0.0017710593829579468
2027-03-06,0.011810806777767822
2027-03-07,-0.006989380257583912
2027-03-08,0.003716679643724019
2027-03-09,-0.00437028867236252
2027-03-10,0.0019187529226035714
2027-03-11,-0.012930450369663124
2027-03-12,-0.01916202299991958
2027-03-13,0.030458200771219496
2027-03-14,0.009510632355086264
2027-03-15,-0.01826907042437416
